department,day,team,smv,over_time,incentive,idle_time,idle_men,no_of_workers,productivity_met
finishing,Sunday,6,'\'(-inf-3.92]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
sweing,Sunday,6,'\'(4.45-11.51]\'','\'(4110-5730]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',yes
sweing,Sunday,7,'\'(29.75-inf)\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
sweing,Sunday,8,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
sweing,Sunday,9,'\'(22.735-26.41]\'','\'(3375-4110]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(57.75-inf)\'',yes
sweing,Sunday,4,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
sweing,Sunday,10,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(39-49.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
finishing,Sunday,7,'\'(-inf-3.92]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',no
sweing,Sunday,12,'\'(26.41-29.75]\'','\'(4110-5730]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',no
sweing,Sunday,3,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
sweing,Sunday,11,'\'(11.51-18.505]\'','\'(9630-10290]\'','\'(39-49.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
sweing,Sunday,2,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
finishing,Sunday,8,'\'(-inf-3.92]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',no
sweing,Sunday,5,'\'(18.505-22.19]\'','\'(10290-inf)\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(57.75-inf)\'',yes
finishing,Sunday,9,'\'(3.92-4.01]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',no
sweing,Sunday,1,'\'(29.75-inf)\'','\'(10290-inf)\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',no
finishing,Sunday,10,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',no
finishing,Monday,4,'\'(4.01-4.45]\'','\'(4110-5730]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',yes
finishing,Monday,9,'\'(3.92-4.01]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
finishing,Monday,5,'\'(4.01-4.45]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',yes
sweing,Monday,6,'\'(4.45-11.51]\'','\'(4110-5730]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',yes
sweing,Monday,8,'\'(22.735-26.41]\'','\'(3375-4110]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
sweing,Monday,9,'\'(22.735-26.41]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(57.75-inf)\'',yes
finishing,Monday,12,'\'(-inf-3.92]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',no
sweing,Monday,2,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
sweing,Monday,4,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
sweing,Monday,3,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
sweing,Monday,10,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
sweing,Monday,11,'\'(11.51-18.505]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
finishing,Monday,8,'\'(-inf-3.92]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',no
sweing,Monday,5,'\'(18.505-22.19]\'','\'(6997.5-9630]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(57.75-inf)\'',yes
sweing,Monday,7,'\'(29.75-inf)\'','\'(9630-10290]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',no
sweing,Monday,1,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
finishing,Monday,10,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',no
finishing,Monday,11,'\'(4.01-4.45]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',no
sweing,Monday,12,'\'(11.51-18.505]\'','\'(5730-6630]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',yes
finishing,Tuesday,5,'\'(4.01-4.45]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',yes
sweing,Tuesday,6,'\'(4.45-11.51]\'','\'(4110-5730]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',yes
sweing,Tuesday,8,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
sweing,Tuesday,9,'\'(22.735-26.41]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(57.75-inf)\'',yes
sweing,Tuesday,4,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
sweing,Tuesday,10,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
sweing,Tuesday,3,'\'(22.19-22.735]\'','\'(6997.5-9630]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
sweing,Tuesday,2,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
finishing,Tuesday,9,'\'(3.92-4.01]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',no
sweing,Tuesday,11,'\'(11.51-18.505]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
sweing,Tuesday,5,'\'(18.505-22.19]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
finishing,Tuesday,8,'\'(-inf-3.92]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',no
sweing,Tuesday,12,'\'(11.51-18.505]\'','\'(3375-4110]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',yes
sweing,Tuesday,7,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
finishing,Tuesday,11,'\'(4.01-4.45]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',no
finishing,Wednesday,4,'\'(4.01-4.45]\'','\'(5730-6630]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',yes
finishing,Wednesday,2,'\'(3.92-4.01]\'','\'(4110-5730]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
sweing,Wednesday,4,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
sweing,Wednesday,6,'\'(11.51-18.505]\'','\'(5730-6630]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(57.75-inf)\'',yes
finishing,Wednesday,9,'\'(3.92-4.01]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',yes
sweing,Wednesday,8,'\'(22.735-26.41]\'','\'(6997.5-9630]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
sweing,Wednesday,2,'\'(22.735-26.41]\'','\'(10290-inf)\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
sweing,Wednesday,10,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
finishing,Wednesday,5,'\'(4.01-4.45]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',yes
sweing,Wednesday,5,'\'(18.505-22.19]\'','\'(10290-inf)\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(57.75-inf)\'',yes
sweing,Wednesday,3,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
sweing,Wednesday,11,'\'(11.51-18.505]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
sweing,Wednesday,1,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
sweing,Wednesday,12,'\'(11.51-18.505]\'','\'(5730-6630]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',yes
finishing,Wednesday,8,'\'(-inf-3.92]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',no
sweing,Wednesday,9,'\'(29.75-inf)\'','\'(4110-5730]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(57.75-inf)\'',no
finishing,Wednesday,1,'\'(3.92-4.01]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',no
sweing,Wednesday,7,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
finishing,Wednesday,11,'\'(4.01-4.45]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',no
finishing,Thursday,7,'\'(3.92-4.01]\'','\'(5730-6630]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
finishing,Thursday,10,'\'(3.92-4.01]\'','\'(6997.5-9630]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
sweing,Thursday,4,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
sweing,Thursday,2,'\'(22.735-26.41]\'','\'(10290-inf)\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
sweing,Thursday,6,'\'(11.51-18.505]\'','\'(5730-6630]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',yes
sweing,Thursday,10,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
sweing,Thursday,1,'\'(22.735-26.41]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
sweing,Thursday,3,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
finishing,Thursday,5,'\'(4.01-4.45]\'','\'(6997.5-9630]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
sweing,Thursday,5,'\'(18.505-22.19]\'','\'(10290-inf)\'','\'(39-49.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(57.75-inf)\'',yes
sweing,Thursday,11,'\'(11.51-18.505]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
finishing,Thursday,4,'\'(4.01-4.45]\'','\'(6997.5-9630]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',no
finishing,Thursday,1,'\'(3.92-4.01]\'','\'(10290-inf)\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',no
finishing,Thursday,2,'\'(3.92-4.01]\'','\'(10290-inf)\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',no
finishing,Thursday,6,'\'(-inf-3.92]\'','\'(4110-5730]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',no
sweing,Thursday,12,'\'(11.51-18.505]\'','\'(6870-6997.5]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',yes
sweing,Thursday,7,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
sweing,Thursday,8,'\'(29.75-inf)\'','\'(10290-inf)\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',no
sweing,Thursday,9,'\'(26.41-29.75]\'','\'(10290-inf)\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(57.75-inf)\'',yes
finishing,Thursday,3,'\'(3.92-4.01]\'','\'(10290-inf)\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',no
finishing,Thursday,8,'\'(-inf-3.92]\'','\'(4110-5730]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',no
finishing,Thursday,12,'\'(4.01-4.45]\'','\'(4110-5730]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',no
finishing,Saturday,5,'\'(4.01-4.45]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
finishing,Saturday,10,'\'(3.92-4.01]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
finishing,Saturday,8,'\'(-inf-3.92]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
sweing,Saturday,2,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
sweing,Saturday,4,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
finishing,Saturday,11,'\'(4.01-4.45]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
finishing,Saturday,3,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',yes
finishing,Saturday,7,'\'(3.92-4.01]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
finishing,Saturday,12,'\'(4.01-4.45]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
sweing,Saturday,1,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
sweing,Saturday,10,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
sweing,Saturday,6,'\'(11.51-18.505]\'','\'(4110-5730]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',yes
sweing,Saturday,3,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
sweing,Saturday,12,'\'(11.51-18.505]\'','\'(5730-6630]\'','\'(39-49.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',yes
sweing,Saturday,11,'\'(29.75-inf)\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
sweing,Saturday,5,'\'(18.505-22.19]\'','\'(10290-inf)\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(57.75-inf)\'',yes
finishing,Saturday,4,'\'(4.01-4.45]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',no
sweing,Saturday,7,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
sweing,Saturday,9,'\'(26.41-29.75]\'','\'(6630-6870]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(57.75-inf)\'',yes
finishing,Saturday,2,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',no
finishing,Saturday,1,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',no
sweing,Saturday,8,'\'(11.51-18.505]\'','\'(6997.5-9630]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',no
finishing,Saturday,9,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',no
finishing,Sunday,5,'\'(4.01-4.45]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
finishing,Sunday,2,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',yes
finishing,Sunday,1,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',yes
finishing,Sunday,3,'\'(3.92-4.01]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
finishing,Sunday,10,'\'(3.92-4.01]\'','\'(3375-4110]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',yes
finishing,Sunday,4,'\'(4.01-4.45]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
sweing,Sunday,4,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
sweing,Sunday,2,'\'(22.735-26.41]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(57.75-inf)\'',yes
sweing,Sunday,1,'\'(22.735-26.41]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(57.75-inf)\'',yes
sweing,Sunday,3,'\'(22.19-22.735]\'','\'(10290-inf)\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
sweing,Sunday,6,'\'(11.51-18.505]\'','\'(5730-6630]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',yes
sweing,Sunday,10,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
finishing,Sunday,7,'\'(3.92-4.01]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
sweing,Sunday,7,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(39-49.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
sweing,Sunday,12,'\'(11.51-18.505]\'','\'(5730-6630]\'','\'(39-49.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',yes
sweing,Sunday,5,'\'(18.505-22.19]\'','\'(10290-inf)\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(57.75-inf)\'',yes
sweing,Sunday,9,'\'(26.41-29.75]\'','\'(10290-inf)\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(57.75-inf)\'',yes
finishing,Sunday,12,'\'(4.01-4.45]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',no
sweing,Sunday,11,'\'(29.75-inf)\'','\'(9630-10290]\'','\'(39-49.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',no
sweing,Sunday,8,'\'(11.51-18.505]\'','\'(-inf-930]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
finishing,Sunday,8,'\'(-inf-3.92]\'','\'(-inf-930]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(-inf-8.5]\'',no
finishing,Monday,3,'\'(3.92-4.01]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
finishing,Monday,10,'\'(3.92-4.01]\'','\'(3375-4110]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',yes
finishing,Monday,4,'\'(4.01-4.45]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
finishing,Monday,5,'\'(4.01-4.45]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
finishing,Monday,2,'\'(3.92-4.01]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
finishing,Monday,1,'\'(3.92-4.01]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
sweing,Monday,4,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
sweing,Monday,6,'\'(11.51-18.505]\'','\'(5730-6630]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(17.5-49.5]\'',yes
sweing,Monday,3,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
sweing,Monday,2,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(56.75-57.75]\'',yes
sweing,Monday,1,'\'(22.735-26.41]\'','\'(10290-inf)\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(57.75-inf)\'',yes
sweing,Monday,10,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(49.5-56.75]\'',yes
finishing,Monday,12,'\'(4.01-4.45]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(8.5-17.5]\'',yes
sweing,Monday,5,'\'(18.505-22.19]\'','\'(10290-inf)\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(57.75-inf)\'',yes
sweing,Monday,9,'\'(26.41-29.75]\'','\'(10290-inf)\'','\'(39-49.5]\'','\'(-inf-1]\'','\'(-inf-5]\'','\'(57.75-inf)\'',yes
